Date,State,Town,Longitude,Latitude,Sighting
3/10/2023,FL,Fernandina Beach,-81.4,30.6,1
3/10/2023,TX,Boerne,-98.7,29.8,1
3/10/2023,TX,Rockport,-97,28.1,1
3/10/2023,TX,Frelsburg,-96.6,29.9,1
3/10/2023,TX,Missouri City,-95.6,29.6,1
3/10/2023,AL,Dauphin Island,-88.1,30.2,1
3/10/2023,TX,Spring Branch,-98.5,29.9,13
3/10/2023,TX,Driftwood,-98,30.1,2
3/10/2023,PR,Palmarejo,-66.3,18.3,1
3/11/2023,FL,Venice,-82.4,27,1
3/11/2023,MS,Bay St Louis,-89.3,30.3,1
3/11/2023,GA,St Simons Island,-81.4,31.2,1
3/11/2023,FL,Jacksonville,-81.5,30.3,1
3/11/2023,TX,Alpine,-103.6,30.3,1
3/11/2023,TX,Mansfield,-97.1,32.6,1
3/11/2023,FL,Venice,-82.4,27.1,1
3/11/2023,FL,Stuart,-80.2,27.2,1
3/11/2023,LA,New Iberia,-91.8,30,1
3/11/2023,TX,Cypress,-95.7,30,4
3/11/2023,TX,Driftwood,-98,30.1,3
3/11/2023,PR,Palmarejo,-66.3,18.3,2
3/11/2023,GUA,San Luis,-100.7,20.2,10
3/12/2023,TX,Austin,-97.7,30.4,1
3/12/2023,TX,Christoval,-100.5,31.2,1
3/12/2023,MS,Bay St Louis,-89.3,30.3,1
3/12/2023,CA,Ventura,-119.2,34.3,1
3/12/2023,LA,Slidell,-89.7,30.3,1
3/12/2023,FL,Gainesville,-82.4,29.7,1
3/12/2023,LA,New Iberia,-91.8,30,1
3/12/2023,CA,Palm Springs,-116.5,33.8,1
3/12/2023,TX,Driftwood,-98,30.1,3
3/12/2023,TX,Montgomery,-95.8,30.4,10
3/12/2023,TX,Blanco,-98.3,30,3
3/12/2023,TX,Spring Branch,-98.4,29.8,1
3/12/2023,LA,New Orleans,-90.1,30,1
3/12/2023,TX,Driftwood,-98,30.1,2
3/12/2023,PR,Palmarejo,-66.3,18.3,1
3/13/2023,TX,Mansfield,-97.1,32.6,1
3/13/2023,TX,Gause,-96.7,30.7,1
3/13/2023,MS,Bay St Louis,-89.3,30.3,1
3/13/2023,TX,Meadowlakes,-98.1,30.6,3
3/13/2023,CA,Tustin,-117.8,33.7,1
3/13/2023,PR,Palmarejo,-66.3,18.3,1
3/13/2023,TX,Driftwood,-98,30.1,2
3/14/2023,FL,West Palm Beach,-80,26.8,1
3/14/2023,AL,Orange Beach,-87.6,30.3,1
3/14/2023,FL,Sarasota,-82.5,27.2,1
3/14/2023,FL,Summerfield,-82,29,1
3/14/2023,AZ,Phoenix,-112,33.5,1
3/14/2023,TX,Alpine,-103.6,30.3,1
3/14/2023,TX,Montgomery,-95.8,30.4,6
3/14/2023,TX,Houston,-95.4,29.7,1
3/14/2023,PR,Palmarejo,-66.3,18.3,1
3/15/2023,FL,Destin,-86.4,30.4,1
3/15/2023,CA,Alameda,-122.3,37.8,2
3/15/2023,TX,Dallas,-96.8,32.8,1
3/15/2023,AL,Dauphin Island,-88.1,30.3,2
3/15/2023,TX,Montgomery,-95.8,30.4,5
3/15/2023,TX,Houston,-95.4,29.7,1
3/15/2023,MS,Gulfport,-89.1,30.4,1
3/15/2023,TX,Driftwood,-98,30.1,1
3/15/2023,PR,Palmarejo,-66.3,18.3,1
3/16/2023,FL,Wellington,-80.3,26.7,1
3/16/2023,FL,Niceville,-86.4,30.5,1
3/16/2023,FL,Summerfield,-82,29,2
3/16/2023,AL,Gulf Shores,-88,30.2,4
3/16/2023,TX,Wimberley,-98.1,30,2
3/16/2023,TX,Edinburg,-98.2,26.3,1
3/16/2023,PR,Palmarejo,-66.3,18.3,2
3/17/2023,FL,Venice,-82.4,27,1
3/17/2023,FL,Fernandina Beach,-81.4,30.7,1
3/17/2023,FL,Venice,-82.4,27,1
3/17/2023,CA,Alameda,-122.2,37.8,1
3/17/2023,MS,Ocean Springs,-88.8,30.4,1
3/17/2023,CA,Monterey,-121.9,36.4,1
3/17/2023,PR,Palmarejo,-66.3,18.3,1
3/18/2023,CA,Oxnard,-119.2,34.2,1
3/18/2023,TX,Bend,-98.5,31,3
3/18/2023,PR,Palmarejo,-66.3,18.3,1
3/19/2023,TX,Houston,-95.4,29.7,1
3/19/2023,TX,Pflugerville,-97.6,30.5,2
3/19/2023,TX,Montgomery,-95.8,30.4,5
3/19/2023,TX,Driftwood,-98,30.1,3
3/20/2023,TX,Edinburg,-98.2,26.3,1
3/20/2023,FL,Fort Myers,-81.8,26.6,10
3/20/2023,PR,Palmarejo,-66.3,18.3,1
3/20/2023,FL,Bonita Springs,-81.8,26.3,1
3/20/2023,FL,Arcadia,-81.9,27.2,1
3/21/2023,TX,Rule,-99.9,33.2,10
3/21/2023,AL,Spanish Fort,-87.9,30.7,2
3/21/2023,TX,Montgomery,-95.8,30.4,4
3/21/2023,TX,Driftwood,-98,30.1,1
3/21/2023,PR,Palmarejo,-66.3,18.3,1
3/22/2023,FL,Nokomis,-82.4,27.1,2
3/22/2023,MS,Florence,-90.2,32.1,1
3/22/2023,FL,New Port Richey,-82.7,28.2,1
3/22/2023,TX,Waco,-97.3,31.5,1
3/22/2023,TX,Marble Falls,-98.2,30.6,2
3/22/2023,TX,Marble Falls,-98.2,30.6,1
3/22/2023,TX,Driftwood,-98,30.1,2
3/22/2023,TX,Montgomery,-95.8,30.4,7
3/22/2023,TX,Marble Falls,-98.2,30.6,1
3/23/2023,TX,Ferris,-96.6,32.5,1
3/23/2023,TX,Bryan,-96.3,30.8,1
3/23/2023,TX,Bryan,-96.2,30.8,1
3/23/2023,TX,Kurten,-96.3,30.8,1
3/23/2023,TX,Midlothian,-97,32.5,1
3/23/2023,TX,Gause,-96.7,30.7,3
3/23/2023,TX,Allen,-96.7,33.1,1
3/23/2023,TX,Kerrville,-99.1,30.1,1
3/23/2023,TX,Mineola,-95.5,32.7,1
3/23/2023,TX,Midlothian,-97,32.5,2
3/23/2023,TX,Midlothian,-97,32.5,1
3/23/2023,TX,Kingsland,-98.5,30.7,1
3/23/2023,TX,Driftwood,-98,30.1,3
3/23/2023,TX,Driftwood,-98,30.1,1
3/23/2023,TX,Driftwood,-98,30.1,1
3/23/2023,FL,Wellington,-80.3,26.7,1
3/23/2023,MS,Bay St Louis,-89.3,30.3,1
3/23/2023,TX,Montgomery,-95.8,30.4,8
3/24/2023,FL,Venice,-82.3,27.1,2
3/24/2023,TX,Midlothian,-97,32.5,2
3/24/2023,TX,Midlothian,-97,32.5,2
3/24/2023,TX,Prairieville,-96.1,32.5,1
3/24/2023,FL,The Villages,-82,28.9,2
3/24/2023,FL,St. Petersburg,-82.7,27.8,8
3/24/2023,TX,Weimar,-96.8,29.7,4
3/24/2023,AL,Foley,-87.7,30.4,1
3/24/2023,TX,Killeen,-97.8,31,1
3/25/2023,TX,Mineola,-95.5,32.7,1
3/25/2023,TX,Santa Fe,-95.1,29.4,1
3/25/2023,FL,Tavernier,-80.5,25,1
3/25/2023,TX,Austin,-97.7,30.3,1
3/25/2023,TX,Richardson,-96.7,32.9,2
3/25/2023,FL,Wellington,-80.3,26.7,1
3/25/2023,TX,Spicewood,-98.2,30.5,2
3/25/2023,CA,Los Angeles,-118.5,34.2,1
3/25/2023,TX,Driftwood,-98,30.1,7
3/25/2023,TX,Driftwood,-98,30.1,2
3/25/2023,TX,DeSoto,-96.9,32.6,4
3/25/2023,TX,Montgomery,-95.8,30.4,15
3/25/2023,GA,Senoia,-84.5,33.3,2
3/25/2023,TX,Houston,-95.4,29.7,1
